Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	8a97354a-4105-4736-ae75-15988e1d7063
Plate Name	GHF201- TFEB 27.8.24
Measurement	Measurement 1
Evaluation	Evaluation2

[Data]
Row	Column	Plane	Timepoint	spots_chanel_3 - Relative Spot Intensity - Mean per Well	spots_chanel_3 - Corrected Spot Intensity - Mean per Well	spots_chanel_3 - Uncorrected Spot Peak Intensity - Mean per Well	spots_chanel_3 - Spot Contrast - Mean per Well	spots_chanel_3 - Spot Background Intensity - Mean per Well	spots_chanel_3 - Spot Area [px²] - Mean per Well	spots_chanel_3 - Region Intensity - Mean per Well	spots_chanel_3 - Spot to Region Intensity - Mean per Well	spots_chanel_3 - Intensity_Spot chanel_3_final Mean - Mean per Well	spots_chanel_3 - spots_chanel_3_final Area [µm²] - Mean per Well	selected_cells - Number of Objects	selected_cells - Cell Area [µm²] - Mean per Well	selected_cells - Cell Width [µm] - Mean per Well	selected_cells - Cell Length [µm] - Mean per Well	selected_cells - chanel_3 Gabor Max 2 px w2 - Mean per Well	selected_cells - chanel_3 SER Spot 1 px - Mean per Well	selected_cells - chanel_3 SER Hole 1 px - Mean per Well	selected_cells - chanel_3 SER Edge 1 px - Mean per Well	selected_cells - chanel_3 SER Ridge 1 px - Mean per Well	selected_cells - chanel_3 SER Valley 1 px - Mean per Well	selected_cells - chanel_3_Intensity Mean - Mean per Well	selected_cells - chanel_3_Intensity Sum - Sum per Well	selected_cells - Intensity ir_chanel_3_total Mean - Mean per Well	selected_cells - Intensity ir_chanel_3_total Sum - Sum per Well	selected_cells - chanel_2 Area [µm²] - Mean per Well	selected_cells - chanel_1 Area [µm²] - Mean per Well	selected_cells - chanel_1 Roundness - Mean per Well	selected_cells - chanel_1 Ratio Width to Length - Mean per Well	selected_cells - Total Spot Area - Mean per Well	selected_cells - Relative Spot Intensity - Mean per Well	selected_cells - Number of Spots - Mean per Well	selected_cells - Intensity_ir_chanel_3_at Mean - Mean per Well	selected_cells - ir_chanel_3_at Area [µm²] - Mean per Well	selected_cells - ir_chanel_3_total Area [µm²] - Sum per Well	total_ir_chanel_3_area_normalized	total_ir_chanel_3_intensity_normalized	Number of Analyzed Fields	Height [µm]	Time [s]	cell_type	cell_id	compound	concentration	severity	
3	5	1	0	0.655505307155	1.86798368724	21.9596227527	0.856829124328	2.67413442241	7.3457117595	22.3965309977	0.184657379723	4.54211810965	1.81162686498	227	5964.09850646	46.4636721971	170.112408529	0.0186182452214	0.00229132068433	0.000955505027768	0.0198601379179	0.0037798419658	0.0176017400862	0.125989775479	634769	19.152299183	117650	5964.09850646	272.687625832	0.909900066112	0.628088542204	109.797356828	0.645413048225	14.9471365639	12.4471553221	15.1668164334	1201.05758588	5.29100258099	518.281938326	23	0	0	HD	4287	none	0	S	
3	6	1	0	0.847288816271	1.57596147751	15.7983226837	0.939649100509	1.08226932147	8.2839456869	16.0732698637	0.142553326125	2.65823079898	2.04301761978	254	5591.84848387	43.693246463	168.355553914	0.0183804235021	0.00224079290325	0.000579617526069	0.0188357107459	0.00368323588464	0.0163565544803	0.123140822944	862835	15.0071896632	53556	5591.84848387	265.136049691	0.918755844549	0.632660195172	81.6653543307	0.796185709294	9.85826771654	11.5637825374	11.996205657	738.144836664	2.90608203411	210.850393701	23	0	0	HD	4287	GHF201	50	S	
3	7	1	0	0.655232303969	2.03978344329	23.8963435089	0.852316483126	3.12420169007	7.30023482053	23.0515590146	0.191516499645	5.16398513336	1.80041117247	266	5317.42930131	42.4789209592	164.866214418	0.0200999451924	0.00254363808793	0.00136921464227	0.0210214012206	0.00405511224599	0.0179826047982	0.641209482975	3261282	18.6276702236	123733	5317.42930131	263.76686527	0.909758236238	0.61707708994	81.8120300752	0.680955373813	11.2067669173	12.6886809468	14.3236468823	1121.89136718	4.21763671874	465.161654135	23	0	0	HD	4287	none	0	S	
3	8	1	0	0.816210875239	1.64274824275	17.2920997921	0.926749378144	1.49665132165	8.16943866944	18.6416318048	0.145549800932	3.1393995644	2.01477747153	255	5543.42550716	44.2882902767	164.473218513	0.015086101741	0.00183493328117	0.000570759044719	0.0155609829202	0.00300867301352	0.0135121827332	0.0743878388453	319381	16.8198453327	57670	5543.42550716	261.162928767	0.918915505258	0.630387685172	61.6392156863	0.735110592818	7.54509803922	11.4565760645	9.90943835807	639.988590425	2.50975917814	226.156862745	23	0	0	HD	4287	GHF201	50	S	
3	9	1	0	0.895997905366	1.29784746955	12.5540166205	0.963339042845	0.506979290331	8.56288088643	14.4108600622	0.122391726318	1.80482675988	2.1118096603	228	5734.76548996	44.3524905218	171.490120567	0.013736578069	0.00167880507844	0.00043993941155	0.0143893474405	0.00280262406143	0.0125997441248	0.091794979101	405018	14.6635335509	32095	5734.76548996	268.426137724	0.904985993432	0.60756826831	67.7894736842	0.751172548493	7.91666666667	11.4887116802	9.22351132501	513.71723848	2.25314578281	140.76754386	23	0	0	HD	4287	none	0	S	
3	10	1	0	0.771588090106	1.59166184961	17.1645039766	0.908035662501	1.48212043294	7.86605274173	17.4568102702	0.157295740853	3.07378228255	1.93995530111	264	5301.38175369	41.5323353107	167.005076809	0.0162053808322	0.00198856647003	0.000686534685921	0.01652239539	0.00322372747958	0.0142652695701	0.059096222934	273241	16.1145997482	54708	5301.38175369	264.715079866	0.907341911259	0.630589461768	71.1818181818	0.732711409853	9.04924242424	11.7946629144	10.1405327101	718.168314188	2.72033452344	207.227272727	23	0	0	HD	4287	GHF201	50	S	
3	11	1	0	0.697501649114	1.79369099112	20.7061532022	0.8729234881	2.5080846738	7.6144830473	22.4881353602	0.16971747771	4.30177566492	1.87791224364	332	5708.09147278	44.0645724736	166.413432661	0.0134167997041	0.00170505916657	0.000636051532348	0.0146875075679	0.00279544359435	0.0129249013014	0.0995728702464	874804	19.0338630596	95443	5708.09147278	261.022251862	0.922105334921	0.627324236683	54.7921686747	0.614638518222	7.19578313253	12.0809215814	10.4347096243	930.757973127	2.80348787086	287.478915663	23	0	0	HD	4287	none	0	S	
4	2	1	0	0.579474752142	2.36582506842	29.4935172414	0.807666476332	4.79828998358	6.87806896552	26.7776404034	0.227319352093	7.164115052	1.69629505283	313	4130.00360255	38.1239246585	148.386135986	0.0245992245983	0.00328839896348	0.00203146686839	0.0259111024859	0.00509238629897	0.022407220728	0.776158696538	2802552	18.3561837395	201046	4130.00360255	233.989980417	0.938979074852	0.678693094171	79.6581469649	0.658396285178	11.5814696486	12.05369653	18.9380238119	1585.29736387	5.0648478079	642.319488818	23	0	0	HC	31282	GHF201	50	HC	
4	3	1	0	0.67363624197	1.893114496	20.844542075	0.867363302246	2.03462237886	7.39810746874	20.760956927	0.17098779726	3.92773687486	1.82454889046	317	3997.54355857	36.1618415598	149.245484687	0.0242350625529	0.00294544596821	0.00118484750569	0.0249697823902	0.00474854811249	0.0218947993354	0.107048833182	447838	16.8686647983	87825	3997.54355857	237.707158184	0.946936549942	0.678038142132	69.0567823344	0.744505686193	9.33438485804	12.3410889352	11.9390783157	971.94413675	3.06606983202	277.050473186	23	0	0	HC	31282	none	0	HC	
4	4	1	0	0.594275967586	1.99080752696	22.921916258	0.833473154398	2.60855786675	6.92587702754	21.7410346997	0.198079224879	4.59936539371	1.70808565561	264	4014.56356675	36.9253914429	153.477357349	0.032080564872	0.00396279721266	0.00197446255445	0.0330593870003	0.00624118527438	0.0286593621078	0.126424190802	570964	16.4073839778	160615	4014.56356675	266.364843179	0.946620218435	0.686549743466	139.09469697	0.714396906575	20.0833333333	12.3635816258	18.6051450442	1750.78188957	6.6317495817	608.390151515	23	0	0	HC	31282	GHF201	50	HC	
4	5	1	0	0.859794760715	1.49389671037	14.795942029	0.949927572752	0.75836783989	8.38898550725	15.8887585735	0.135975217915	2.25226455026	2.06892293252	271	3998.40685791	36.4529855233	153.233334474	0.0190879059763	0.00231653464178	0.000599090502381	0.019244800859	0.0037593020327	0.0165313410155	0.0527529424228	230758	15.5926004772	35073	3998.40685791	236.873451283	0.945514017939	0.676694674406	53.3985239852	0.756391600398	6.36531365314	11.4710031961	8.90211575132	509.278011263	1.87925465411	129.420664207	23	0	0	HC	31282	none	0	HC	
4	6	1	0	0.75409217143	1.85114509257	20.918241966	0.897002243617	2.37057509677	7.89933837429	19.8206986382	0.172011647435	4.22172018934	1.94816432811	260	3905.15308618	36.4407651501	147.166857281	0.0195456082346	0.00241158904363	0.000769948131415	0.0204579636348	0.00396828096405	0.0177865918316	0.0702962896189	252738	15.8947764942	73457	3905.15308618	233.762306526	0.940732869725	0.666045296411	64.2884615385	0.793903609096	8.13846153846	11.7516656229	9.49501376931	747.7631623	2.87601216269	282.526923077	23	0	0	HC	31282	GHF201	50	HC	
4	7	1	0	0.874365048765	1.43057500295	14.0334987593	0.95353475481	0.628928866832	8.41066997519	15.0219141749	0.130004981953	2.05950386979	2.07427083698	242	4006.28536595	36.3547967466	154.909306314	0.0165078942546	0.00201640359231	0.000502433872158	0.0167942315743	0.00330052931385	0.0144389268786	0.038881586775	161449	13.7259343998	29558	4006.28536595	233.799300086	0.940568924393	0.660497192159	56.0247933884	0.830220874401	6.66115702479	11.2783561302	7.85934809369	454.034294787	1.87617477185	122.140495868	23	0	0	HC	31282	none	0	HC	
4	8	1	0	0.864248781667	1.46400183538	14.2668360864	0.953602704111	0.54490455013	8.45298602287	14.6989483558	0.131883544998	2.00890638551	2.08470697867	296	3934.48591581	35.7773811309	151.777393569	0.01813732488	0.00217667548455	0.000557665280545	0.0184119107059	0.0035622557833	0.0160443483113	0.0963753365404	325622	14.8058548459	27810	3934.48591581	228.862659459	0.936370800956	0.673881608582	44.9493243243	0.784987136393	5.31756756757	11.7381050639	8.11525395868	444.662592885	1.50223848948	93.9527027027	23	0	0	HC	31282	GHF201	50	HC	
4	9	1	0	0.607375280463	1.92408579098	22.7763543192	0.833348426399	2.81360071115	7.01573938507	22.1434940992	0.194616463526	4.73768650213	1.7302478458	267	3905.06884261	36.2274888705	148.064065757	0.0166368998685	0.00205749912795	0.000874926782374	0.0172275501635	0.00333036636332	0.0149788169484	0.284724330796	1478378	17.3340627307	92866	3905.06884261	237.335163962	0.942757100073	0.6717010782	71.7865168539	0.710778045003	10.2322097378	11.2994619231	9.25531766803	958.626455099	3.59036125505	347.812734082	23	0	0	HC	31282	none	0	HC	
4	10	1	0	0.648647694947	2.04999981465	25.0948155068	0.842417347117	3.87994706523	7.32928538066	24.168287588	0.20014156812	5.92994687989	1.80757573009	326	3894.65855961	34.891963734	147.965093413	0.0144987351548	0.00181444033645	0.000821824456907	0.0154930770363	0.00300150711008	0.0135820180579	0.161388167209	543977	17.9936145335	106291	3894.65855961	234.188905065	0.944053393637	0.682143662538	48.1349693252	0.680797473797	6.56748466258	11.3630778827	7.87380314804	900.916501281	2.76354754994	326.04601227	23	0	0	HC	31282	GHF201	50	HC	
4	11	1	0	0.712284928854	1.85618062291	21.9553831232	0.875301393821	2.78778751559	7.62172647915	21.7609814323	0.180172880404	4.6439681385	1.87969864586	316	4246.41350346	38.4878674695	148.836700884	0.0140040278288	0.00171817249339	0.000535961340346	0.0144197854111	0.00280469517483	0.0124912844059	0.0526490588096	282871	17.0057181232	76943	4246.41350346	240.856172887	0.943776934151	0.683445181682	49.7341772152	0.72247045505	6.5253164557	11.6230836969	7.81001173677	750.722647111	2.37570457947	243.490506329	23	0	0	HC	31282	none	0	HC	
5	2	1	0	0.767628027197	1.65554307774	18.4235248447	0.904961131997	1.84377587992	7.87461180124	17.6371175403	0.163100096525	3.49931895766	1.94206616833	324	4244.93414647	36.9430825946	154.023507604	0.0255561811979	0.00310350905422	0.00112132691932	0.0260170069913	0.00504581335392	0.0225346474527	0.293865167208	891041	16.9075154324	71879	4244.93414647	237.85793512	0.927830455408	0.648969821638	62.6080246914	0.746045720492	7.95061728395	11.7153727714	12.914253937	837.534201574	2.58498210362	221.848765432	23	0	0	HD	4687	GHF201	50	S	
5	3	1	0	0.739162126624	1.69755285508	17.8802992519	0.902133439352	1.23260235654	7.70906068163	17.2874191476	0.155713730604	2.93015521162	1.901237333	312	4564.68123242	39.1652217355	153.045284803	0.0299712108119	0.00365811102444	0.00150761262942	0.029564874212	0.00577349195795	0.0253532071708	0.0758438968682	368884	14.5496852949	74836	4564.68123242	240.837562041	0.944823401166	0.671754545219	89.1730769231	0.839781432633	11.5673076923	11.8457154631	15.3404705479	1017.81615132	3.26223125424	239.858974359	23	0	0	HD	4687	none	0	S	
5	4	1	0	0.814791587563	1.52484216989	15.4702308627	0.929416704963	1.07470105499	8.14742810855	16.4679671064	0.143937111374	2.59954322488	2.00934914481	333	4243.25392456	37.2357595692	155.385144919	0.0211670536695	0.00267806154492	0.000768748684296	0.0224015957794	0.00435075630835	0.0193623228032	0.41477913984	1819078	15.8801080557	56439	4243.25392456	252.928562646	0.938154725872	0.658533341862	60.4084084084	0.758430929671	7.41441441441	11.7698052286	11.2306375569	750.229399643	2.25294114007	169.486486486	23	0	0	HD	4687	GHF201	50	S	
5	5	1	0	0.810759158331	1.66865673275	17.203229618	0.924393895425	1.38221834618	8.0953131154	17.8203955656	0.148377260872	3.05087507893	1.99649635059	351	4522.80244957	38.8979605659	153.995214288	0.0192783957714	0.00236529701396	0.000684374072058	0.0195749123366	0.00383918425528	0.0167348728586	0.0899575472003	653254	15.0872228616	78132	4522.80244957	249.987232319	0.935315846087	0.660200557289	58.5584045584	0.805445029789	7.23361823362	11.3624539506	10.6518968989	863.429693672	2.45991365718	222.598290598	23	0	0	HD	4687	none	0	S	
5	6	1	0	0.807286801438	1.45288514803	14.9039207238	0.927105355286	0.897864221087	8.09737182249	15.0690728861	0.145678261477	2.35074936911	1.99700407662	331	4327.39043166	37.0240993709	153.537414912	0.0201498162672	0.00243243556657	0.000669682826645	0.0201030415993	0.00399811013105	0.0171988595316	0.053930344001	333826	14.7501502875	44078	4327.39043166	252.702897555	0.938423126975	0.661366142203	56.7794561934	0.767901173184	7.01208459215	11.4317221557	9.96032048246	677.475398034	2.04675346838	133.166163142	23	0	0	HD	4687	GHF201	50	S	
5	7	1	0	0.869445701598	1.38972240814	14.0166579906	0.950020979711	0.774487494113	8.41384695471	14.5543715808	0.13554343593	2.16420990225	2.07505435553	311	4632.59925654	39.4605767556	157.193616234	0.0171252834312	0.00206874811083	0.000526353853604	0.0170508332077	0.00335738038789	0.0145598514148	0.042825900774	241484	14.5116945587	34524	4632.59925654	250.357982386	0.939865368683	0.663492651896	51.9710610932	0.790600508094	6.1768488746	11.4773414185	9.23530549609	544.791828998	1.75174221543	111.009646302	23	0	0	HD	4687	none	0	S	
5	8	1	0	0.731620546002	1.69506266652	18.9334121355	0.890027175374	2.0240055912	7.73089046493	18.481663683	0.168159468092	3.71906825772	1.90662107568	318	4258.40703792	37.0994003175	152.025925375	0.0200502124255	0.00248806479208	0.0007921282042	0.0205234547479	0.0040592389421	0.0175770232639	0.0677366031016	325901	14.6385029158	71747	4258.40703792	248.294261072	0.935903007063	0.661161997231	61.7012578616	0.809079149918	7.98113207547	11.5226770816	10.9825116383	828.902370874	2.60661122916	225.619496855	23	0	0	HD	4687	GHF201	50	S	
5	9	1	0	0.880389584853	1.40199625602	13.6361014994	0.958297988239	0.514743642555	8.51095732411	14.1575388001	0.130698017594	1.91673989857	2.09900407747	316	4015.91786878	35.1297548956	156.276828935	0.0169805502565	0.00206618758929	0.000505376241314	0.0170349983213	0.00336846643113	0.014494052606	0.0478765677003	231552	14.354312449	29696	4015.91786878	239.463060971	0.937347331332	0.655587939289	46.7025316456	0.803446209505	5.48734177215	11.1935107498	7.99888181175	487.081875179	1.54139833917	93.9746835443	23	0	0	HD	4687	none	0	S	
5	10	1	0	0.818108647539	1.40837088967	14.6895343015	0.931962368874	0.932691298853	8.12468703055	14.9075973537	0.140819301496	2.34106218852	2.00374065523	325	4289.87947177	37.0306757131	153.123212471	0.0148116021746	0.00188702875511	0.000528126736504	0.0158530044543	0.00309937594867	0.0138166975134	1.03890519519	3546835	13.8413131144	38159	4289.87947177	275.790595346	0.929205847763	0.657531802928	49.9230769231	0.824618551412	6.14461538462	11.0668027544	7.5466862686	568.221083753	1.74837256539	117.412307692	23	0	0	HD	4687	GHF201	50	S	
5	11	1	0	0.858068381167	1.44883775747	14.4595300261	0.948114323329	0.762555172199	8.40078328982	15.6756720477	0.134029841094	2.21139292967	2.07183254571	340	4540.00782974	38.5036488398	155.974881436	0.0146674999646	0.0017870234048	0.000459642375669	0.015014809075	0.00295379695378	0.0130538762767	0.0456403630595	290207	16.4309257657	32716	4540.00782974	289.06477748	0.933572950543	0.666076985349	37.8529411765	0.735500345705	4.50588235294	11.3284399995	7.67652641105	461.679630549	1.35788126632	96.2235294118	23	0	0	HD	4687	none	0	S	
6	2	1	0	0.618794664678	2.0710115061	24.7612055641	0.832831581366	3.41017884743	7.07882534776	24.3193454467	0.198842616835	5.48119035352	1.74580634149	558	6403.54680818	44.8360486381	173.151666544	0.0187085257243	0.00233821538045	0.000929985891444	0.0197177229947	0.00380765441575	0.0171787292366	0.350947526004	6434951	20.1043374308	222011	6403.54680818	269.093454745	0.94273112489	0.686168169498	65.6630824373	0.637287266828	9.27598566308	12.2164939218	16.9030073357	1999.62523744	3.5835577732	397.869175627	23	0	0	HC	971	GHF201	50	HC	
6	3	1	0	0.630651754721	2.04922460804	24.5595968449	0.840286353892	3.34376278119	7.23028045574	25.0659953041	0.195392208498	5.39298738923	1.7831587658	585	5923.73473024	42.9760890692	169.50166638	0.0220123426278	0.00268257113327	0.00109769834601	0.0228886825928	0.00434816126412	0.0199788856167	0.132894909983	1420763	21.8804113255	199283	5923.73473024	264.155941511	0.935834747691	0.674255593555	56.4085470085	0.539184816806	7.80170940171	12.6398232813	17.0790097823	1797.88702281	3.07331115011	340.654700855	23	0	0	HC	971	none	0	HC	
6	4	1	0	0.655041173264	1.93269122861	22.3786823781	0.851090563503	2.89167846303	7.33529726834	22.0164811952	0.189183327086	4.82436969164	1.80905840428	583	5719.19974439	41.3327385997	169.930967812	0.0181827603804	0.00220174661649	0.00078561292309	0.0185578543594	0.00357697483786	0.0161185940232	0.0805483281309	996610	20.4427781958	147123	5719.19974439	266.572337076	0.941786656778	0.682796527758	46.9811320755	0.64349174711	6.40480274443	12.2275075817	13.3654835063	1420.55270938	2.43662557356	252.355060034	23	0	0	HC	971	GHF201	50	HC	
